,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,dividend_yield,PER,PBR,BuyAfterSale,Volume,BuyAmount,SellAmount,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,FI_buy,FI_sell,FDS_buy,FDS_sell,IT_buy,IT_sell,DS_buy,DS_sell,DH_buy,DH_sell,stock_and_cache_dividend,revenue,revenue_month
375,2013-07-11,2330,56918428,6191867732,107.5,109.5,107.5,109.5,3.5,13597,2.73,16.49,3.71,,,,,818.0,1.0,6482076.0,2524.0,15655.0,17362.0, ,688.0,215.0,0.0,6482076.0,970.0,2606.0,1851.0,48521138.0,26332936.0,0.0,0.0,609000.0,338991.0,984000.0,2089000.0,0.0,0.0,,,
376,2013-07-12,2330,31046000,3400554500,109.5,110.0,108.5,110.0,0.5,8347,2.72,16.57,3.72,,,,,609.0,0.0,6482076.0,982.0,15282.0,15655.0, ,169.0,102.0,0.0,6482076.0,410.0,2914.0,2606.0,28307000.0,13189000.0,0.0,0.0,294000.0,1336000.0,42000.0,1517000.0,0.0,0.0,,,
377,2013-07-15,2330,33373340,3638316428,108.5,109.5,108.0,109.5,-0.5,7527,2.73,16.49,3.71,,,,,1340.0,1.0,6482076.0,237.0,16384.0,15282.0, ,626.0,218.0,0.0,6482076.0,123.0,2819.0,2914.0,28133442.0,16786618.0,0.0,0.0,109000.0,238000.0,484000.0,552000.0,0.0,0.0,,,
378,2013-07-16,2330,35961041,3873701928,108.5,109.0,107.0,108.0,-1.5,7121,2.77,16.27,3.65,,,,,1203.0,2.0,6482076.0,340.0,17245.0,16384.0, ,436.0,530.0,1.0,6482076.0,105.0,2393.0,2819.0,26520000.0,25084672.0,0.0,0.0,100000.0,2833000.0,1392000.0,570000.0,0.0,0.0,,,
379,2013-07-17,2330,40121705,4346512130,108.0,109.0,107.0,109.0,1.0,7538,2.74,16.42,3.69,,,,,370.0,4.0,6482076.0,650.0,16961.0,17245.0, ,227.0,86.0,1.0,6482076.0,452.0,2758.0,2393.0,36351462.0,24257489.0,0.0,0.0,36000.0,798000.0,133000.0,1732000.0,0.0,0.0,,,
380,2013-07-18,2330,53223397,5664708225,107.5,108.0,105.5,105.5,-3.5,10862,2.83,15.89,3.57,,,,,2492.0,2.0,6482076.0,441.0,19010.0,16961.0, ,625.0,665.0,2.0,6482076.0,576.0,2667.0,2758.0,38475000.0,41621821.0,0.0,0.0,6000.0,934236.0,1845000.0,674000.0,0.0,0.0,,,
381,2013-07-19,2330,123330486,12202689402,99.4,99.7,98.2,98.2,-7.3,33783,3.04,14.79,3.32,,,,,7587.0,33.0,6482076.0,3106.0,23458.0,19010.0, ,3392.0,1485.0,0.0,6482076.0,2813.0,3995.0,2667.0,44620100.0,95292556.0,0.0,0.0,665000.0,4413000.0,2926000.0,2223000.0,0.0,0.0,,,
382,2013-07-22,2330,88048437,8606772405,98.0,98.4,96.9,97.0,-1.2,23948,3.08,14.61,3.28,,,,,4058.0,5.0,6482076.0,1211.0,26300.0,23458.0, ,2343.0,2755.0,1.0,6482076.0,748.0,1987.0,3995.0,39280726.0,73161877.0,0.0,0.0,60000.0,1130000.0,3098000.0,376000.0,0.0,0.0,,,
383,2013-07-23,2330,85595131,8570434000,98.5,101.5,98.5,100.0,3.0,20652,2.99,15.06,3.38,,,,,1811.0,2.0,6482076.0,4772.0,23337.0,26300.0, ,1415.0,428.0,1.0,6482076.0,1092.0,2650.0,1987.0,56057595.0,60691471.0,0.0,0.0,621000.0,366000.0,2283000.0,1426000.0,0.0,0.0,,,
384,2013-07-24,2330,58355933,5938843166,100.5,103.0,100.0,102.0,2.0,13201,2.93,15.36,3.45,,,,,2252.0,37.0,6482076.0,2641.0,22911.0,23337.0, ,724.0,248.0,2.0,6482076.0,733.0,3133.0,2650.0,40130400.0,39518000.0,0.0,0.0,15000.0,122000.0,1065000.0,1232000.0,0.0,0.0,,,
385,2013-07-25,2330,37559307,3849460654,102.0,103.5,101.0,102.5,0.5,9555,2.92,15.44,3.47,,,,,462.0,4.0,6482076.0,2687.0,20682.0,22911.0, ,497.0,81.0,0.0,6482076.0,695.0,3747.0,3133.0,26679320.0,25162900.0,0.0,0.0,432000.0,283000.0,343000.0,1046000.0,0.0,0.0,,,
386,2013-07-26,2330,31817666,3249114932,103.0,103.0,101.0,102.5,0.0,7680,2.92,15.44,3.47,,,,,399.0,17.0,6482076.0,632.0,20432.0,20682.0, ,284.0,351.0,11.0,6482076.0,219.0,3604.0,3747.0,21607230.0,26142620.0,0.0,0.0,0.0,384000.0,528000.0,649000.0,0.0,0.0,,,
387,2013-07-29,2330,38334123,3858681300,100.0,101.5,100.0,100.0,-2.5,9559,2.99,15.06,3.38,,,,,1072.0,19.0,6482076.0,588.0,20897.0,20432.0, ,488.0,436.0,0.0,6482076.0,191.0,3359.0,3604.0,21923250.0,32944837.0,0.0,0.0,581000.0,432000.0,143000.0,848000.0,0.0,0.0,,,
388,2013-07-30,2330,33871602,3442691070,100.5,102.5,100.5,102.0,2.0,8756,2.93,15.36,3.45,,,,,285.0,3.0,6482076.0,894.0,20285.0,20897.0, ,200.0,75.0,0.0,6482076.0,553.0,3837.0,3359.0,25535000.0,26622000.0,0.0,0.0,800000.0,872000.0,761000.0,388000.0,0.0,0.0,,,
389,2013-07-31,2330,36997795,3780910590,101.5,103.0,101.0,102.5,0.5,7128,2.92,15.44,3.47,,,,,198.0,8.0,6482076.0,1284.0,19191.0,20285.0, ,301.0,33.0,1.0,6482076.0,333.0,4136.0,3837.0,29188543.0,28839789.0,0.0,0.0,12000.0,495000.0,479000.0,622000.0,0.0,0.0,,,
390,2013-08-01,2330,32509794,3285635040,102.0,102.0,100.0,100.5,-2.0,7756,2.98,15.14,3.4,,,,,904.0,3.0,6482076.0,197.0,19895.0,19191.0, ,520.0,501.0,0.0,6482076.0,361.0,3996.0,4136.0,20945033.0,28393971.0,0.0,0.0,0.0,277000.0,374000.0,670000.0,0.0,0.0,,52103384000.0,7.0
391,2013-08-02,2330,28039940,2845200929,102.5,103.0,100.0,100.5,0.0,7866,2.98,15.14,3.4,,,,,749.0,1.0,6482076.0,612.0,20031.0,19895.0, ,289.0,233.0,2.0,6482076.0,421.0,4182.0,3996.0,23240553.0,20648421.0,0.0,0.0,67000.0,895000.0,600000.0,654000.0,0.0,0.0,,,
392,2013-08-05,2330,23372612,2349053712,100.0,101.5,99.9,100.5,0.0,6400,2.98,15.14,3.4,,,,,984.0,2.0,6482076.0,202.0,20811.0,20031.0, ,450.0,268.0,1.0,6482076.0,318.0,4231.0,4182.0,14907238.0,17834000.0,0.0,0.0,30000.0,2138000.0,764000.0,365000.0,0.0,0.0,,,
393,2013-08-06,2330,42787275,4242132263,100.5,100.5,98.6,98.8,-1.7,13012,3.03,14.88,3.34,,,,,2120.0,2.0,6482076.0,498.0,22431.0,20811.0, ,614.0,546.0,0.0,6482076.0,313.0,3998.0,4231.0,17268086.0,36998700.0,0.0,0.0,0.0,420000.0,655000.0,668000.0,0.0,0.0,,,
394,2013-08-07,2330,45969616,4484924070,98.5,98.5,97.0,97.0,-1.8,15082,3.08,14.61,3.28,,,,,2799.0,2.0,6482076.0,579.0,24649.0,22431.0, ,432.0,666.0,0.0,6482076.0,661.0,3993.0,3998.0,15935000.0,39035660.0,0.0,0.0,124000.0,715000.0,139000.0,726000.0,0.0,0.0,,,
395,2013-08-08,2330,55873275,5383171749,96.0,97.1,95.3,96.4,-0.6,14412,3.1,14.52,3.26,,,,,2766.0,106.0,6482076.0,650.0,26659.0,24649.0, ,1958.0,1006.0,0.0,6482076.0,274.0,3261.0,3993.0,14847139.0,46908473.0,0.0,0.0,165000.0,1112000.0,1003000.0,794000.0,0.0,0.0,,,
396,2013-08-09,2330,47192333,4585250023,100.0,100.0,96.4,96.4,0.0,13162,3.1,14.52,3.26,,,,,2769.0,3.0,6482076.0,1007.0,28418.0,26659.0, ,1907.0,210.0,0.0,6482076.0,453.0,3504.0,3261.0,23121002.0,37549400.0,0.0,0.0,79000.0,1415000.0,1103000.0,461000.0,0.0,0.0,,,
397,2013-08-12,2330,33454945,3215945925,96.4,96.7,95.6,96.0,-0.4,10395,3.11,14.46,3.25,,,,,1351.0,26.0,6482076.0,761.0,28982.0,28418.0, ,541.0,292.0,0.0,6482076.0,267.0,3479.0,3504.0,14285240.0,27793050.0,0.0,0.0,49000.0,389000.0,1053000.0,712000.0,0.0,0.0,,,
398,2013-08-13,2330,34392082,3332838031,96.0,97.4,96.0,97.2,1.2,9192,3.08,14.64,3.29,,,,,1386.0,7.0,6482076.0,908.0,29453.0,28982.0, ,1238.0,959.0,0.0,6482076.0,166.0,2686.0,3479.0,19643500.0,27324975.0,0.0,0.0,0.0,1433000.0,842000.0,314000.0,0.0,0.0,,,
399,2013-08-14,2330,44023158,4245439666,96.0,97.3,95.8,96.8,-0.4,9471,3.09,14.58,3.36,,,,,1064.0,2.0,6482076.0,959.0,29556.0,29453.0, ,871.0,125.0,1.0,6482076.0,225.0,2785.0,2686.0,24069244.0,35826548.0,0.0,0.0,38000.0,1613000.0,381000.0,768000.0,0.0,0.0,,,
400,2013-08-15,2330,42687594,4096103714,96.4,96.4,95.3,96.0,-0.8,13251,3.11,13.66,3.34,,,,,1617.0,18.0,6482076.0,490.0,30665.0,29556.0, ,1309.0,272.0,2.0,6482076.0,532.0,3043.0,2785.0,17393000.0,36486800.0,0.0,0.0,124000.0,363000.0,564000.0,575000.0,0.0,0.0,,,
401,2013-08-16,2330,37698875,3632993006,95.4,97.5,95.2,96.5,0.5,11061,3.1,13.73,3.35,,,,,1557.0,14.0,6482076.0,1704.0,30504.0,30665.0, ,1593.0,187.0,1.0,6482076.0,286.0,3141.0,3043.0,22639319.0,25778448.0,0.0,0.0,156000.0,472000.0,1426000.0,709000.0,0.0,0.0,,,
402,2013-08-19,2330,52061061,4975788608,95.5,96.1,95.3,95.5,-1.0,11661,3.13,13.58,3.32,,,,,1719.0,44.0,6482076.0,288.0,31891.0,30504.0, ,766.0,264.0,0.0,6482076.0,209.0,3086.0,3141.0,22194124.0,46532799.0,0.0,0.0,233000.0,949000.0,681000.0,458000.0,0.0,0.0,,,
403,2013-08-20,2330,42471292,4029465558,95.2,95.4,94.4,94.4,-1.1,13924,3.17,13.43,3.28,,,,,1364.0,13.0,6482076.0,1489.0,31753.0,31891.0, ,716.0,294.0,5.0,6482076.0,500.0,3287.0,3086.0,16363107.0,30029180.0,0.0,0.0,243000.0,2471000.0,494000.0,1556000.0,0.0,0.0,,,
404,2013-08-22,2330,60311712,5666452853,93.0,94.9,92.9,94.5,0.1,15238,3.16,13.44,3.28,,,,,1898.0,77.0,6482076.0,963.0,32611.0,31753.0, ,1747.0,406.0,0.0,6482076.0,459.0,3340.0,3287.0,38287501.0,46383309.0,0.0,0.0,294000.0,1555000.0,756000.0,1501000.0,0.0,0.0,,,
405,2013-08-23,2330,44454018,4301442889,95.7,97.3,95.5,97.0,2.5,12547,3.08,13.8,3.37,,,,,1264.0,3.0,6482076.0,2925.0,30947.0,32611.0, ,938.0,496.0,0.0,6482076.0,649.0,3493.0,3340.0,24338000.0,26797503.0,0.0,0.0,1409000.0,55000.0,1341000.0,574000.0,0.0,0.0,,,
406,2013-08-26,2330,18698683,1810213458,97.6,97.6,96.1,96.8,-0.2,6745,3.09,13.77,3.36,,,,,581.0,7.0,6482076.0,1122.0,30399.0,30947.0, ,472.0,198.0,0.0,6482076.0,127.0,3422.0,3493.0,9066600.0,11909820.0,0.0,0.0,406000.0,10000.0,330000.0,888000.0,0.0,0.0,,,
407,2013-08-27,2330,24474640,2352807871,96.0,96.8,95.6,95.6,-1.2,7827,3.13,13.6,3.32,,,,,613.0,3.0,6482076.0,626.0,30383.0,30399.0, ,728.0,225.0,0.0,6482076.0,261.0,3458.0,3422.0,15924000.0,18954353.0,0.0,0.0,335000.0,200000.0,437000.0,1383000.0,0.0,0.0,,,
408,2013-08-28,2330,35977333,3476155213,95.6,97.3,95.1,96.8,1.2,10927,3.09,13.77,3.36,,,,,373.0,41.0,6482076.0,1895.0,28820.0,30383.0, ,663.0,198.0,0.0,6482076.0,751.0,4011.0,3458.0,28492000.0,20154983.0,0.0,0.0,586000.0,243000.0,425000.0,1434000.0,0.0,0.0,,,
409,2013-08-29,2330,52396628,5026886622,96.9,98.9,96.9,98.7,1.9,11284,3.03,14.04,3.43,,,,,617.0,81.0,6482076.0,3116.0,26240.0,28820.0, ,606.0,139.0,0.0,6482076.0,783.0,4655.0,4011.0,46301475.0,32504524.0,0.0,0.0,1049000.0,500000.0,944000.0,1276000.0,0.0,0.0,,,
410,2013-08-30,2330,38965628,3890537600,99.6,100.5,98.8,100.5,1.8,11441,2.98,14.3,3.49,,,,,433.0,1.0,6482076.0,4209.0,22463.0,26240.0, ,335.0,561.0,0.0,6482076.0,577.0,4671.0,4655.0,33319815.0,14637545.0,0.0,0.0,680000.0,655000.0,274000.0,1584000.0,0.0,0.0,,,
411,2013-09-02,2330,30859517,3120032522,100.0,102.0,99.6,102.0,1.5,10416,2.93,14.51,3.55,,,,,446.0,2.0,6482076.0,1867.0,21040.0,22463.0, ,442.0,253.0,4.0,6482076.0,444.0,4858.0,4671.0,26967000.0,7156819.0,0.0,0.0,0.0,898000.0,288000.0,631000.0,0.0,0.0,,,
412,2013-09-03,2330,33838396,3462383175,103.0,103.0,101.5,102.0,0.0,10651,2.93,14.51,3.55,,,,,469.0,2.0,6482076.0,1316.0,20191.0,21040.0, ,324.0,162.0,7.0,6482076.0,493.0,5182.0,4858.0,27524367.0,12751755.0,0.0,0.0,818774.0,2317000.0,185000.0,1162000.0,0.0,0.0,,,
413,2013-09-04,2330,25229190,2540221572,100.5,101.5,100.0,100.5,-1.5,8405,2.98,14.3,3.49,,,,,930.0,2.0,6482076.0,314.0,20805.0,20191.0, ,419.0,360.0,1.0,6482076.0,390.0,5211.0,5182.0,17570000.0,18636900.0,0.0,0.0,0.0,508000.0,537000.0,183000.0,0.0,0.0,,,
414,2013-09-05,2330,35890329,3625656509,100.5,101.5,100.0,101.5,1.0,6991,2.95,14.44,3.53,,,,,1769.0,1.0,6482076.0,594.0,21979.0,20805.0, ,453.0,432.0,1.0,6482076.0,91.0,4869.0,5211.0,26124465.0,29555826.0,0.0,0.0,103000.0,591000.0,1652000.0,32000.0,0.0,0.0,,,
415,2013-09-06,2330,25342215,2577284287,102.0,102.0,101.0,102.0,0.5,6824,2.93,14.51,3.55,,,,,444.0,15.0,6482076.0,1196.0,21212.0,21979.0, ,274.0,134.0,6.0,6482076.0,205.0,4934.0,4869.0,22010198.0,16118455.0,0.0,0.0,387000.0,370000.0,183000.0,339000.0,0.0,0.0,,,
416,2013-09-09,2330,33083237,3384738473,102.5,103.0,101.0,103.0,1.0,9300,2.9,14.65,3.58,,,,,1051.0,3.0,6482076.0,1948.0,20312.0,21212.0, ,225.0,174.0,3.0,6482076.0,277.0,5034.0,4934.0,28113677.0,18291000.0,0.0,0.0,54000.0,112000.0,287000.0,562000.0,0.0,0.0,,,
417,2013-09-10,2330,37392161,3877481244,103.0,104.5,102.5,104.5,1.5,10178,2.86,14.86,3.63,,,,,474.0,3.0,6482076.0,1610.0,19173.0,20312.0, ,398.0,92.0,1.0,6482076.0,553.0,5494.0,5034.0,33838000.0,14315000.0,0.0,0.0,193000.0,0.0,106000.0,762000.0,0.0,0.0,,,
418,2013-09-11,2330,41349427,4301437408,103.0,104.5,102.5,104.5,0.0,8961,2.86,14.86,3.63,,,,,374.0,12.0,6482076.0,1365.0,18170.0,19173.0, ,513.0,107.0,0.0,6482076.0,346.0,5733.0,5494.0,37393000.0,23136827.0,0.0,0.0,426000.0,31000.0,831000.0,364000.0,0.0,0.0,,,
419,2013-09-12,2330,32865283,3411851649,103.0,104.5,103.0,103.5,-1.0,7435,2.89,14.72,3.6,,,,,237.0,20.0,6482076.0,692.0,17695.0,18170.0, ,357.0,210.0,0.0,6482076.0,202.0,5725.0,5733.0,30161155.0,21076716.0,0.0,0.0,0.0,68000.0,158000.0,821000.0,0.0,0.0,,,
420,2013-09-13,2330,23635017,2423125734,102.5,103.0,102.0,102.5,-1.0,6354,2.92,14.58,3.56,,,,,385.0,44.0,6482076.0,309.0,17727.0,17695.0, ,189.0,333.0,0.0,6482076.0,185.0,5577.0,5725.0,20381000.0,18205743.0,0.0,0.0,60000.0,974000.0,91000.0,319000.0,0.0,0.0,,,
421,2013-09-14,2330,5222316,537513232,102.5,103.5,102.0,102.5,0.0,2440,2.92,14.58,3.56,,,,,116.0,2.0,6482079.0,257.0,17584.0,17727.0, ,82.0,65.0,0.0,6482079.0,134.0,5646.0,5577.0,3652000.0,301000.0,0.0,0.0,56000.0,110000.0,58000.0,456000.0,0.0,0.0,,,
422,2013-09-16,2330,40693136,4271620780,104.0,105.5,104.0,105.5,3.0,12903,2.83,15.01,3.67,,,,,462.0,20.0,6482079.0,1800.0,16226.0,17584.0, ,612.0,238.0,7.0,6482079.0,878.0,6279.0,5646.0,36780000.0,8988038.0,0.0,0.0,80000.0,444000.0,270000.0,194000.0,0.0,0.0,,,
423,2013-09-17,2330,25467674,2678016770,105.5,105.5,104.5,105.5,0.0,5644,2.83,15.01,3.67,,,,,153.0,5.0,6482079.0,533.0,15841.0,16226.0, ,160.0,75.0,2.0,6482079.0,194.0,6396.0,6279.0,23232395.0,15875811.0,0.0,0.0,0.0,164000.0,12000.0,655000.0,0.0,0.0,,,
424,2013-09-18,2330,34987213,3638209439,105.0,105.5,103.0,103.0,-2.5,5930,2.9,14.65,3.58,,,,,732.0,32.0,6482079.0,241.0,16300.0,15841.0, ,128.0,564.0,1.0,6482079.0,40.0,5871.0,6396.0,27702018.0,27952829.0,0.0,0.0,81000.0,1881000.0,1154000.0,353000.0,0.0,0.0,,,
425,2013-09-23,2330,57281171,5999783595,103.0,106.0,102.5,105.5,2.5,11435,2.83,15.01,3.67,,,,,745.0,0.0,6482079.0,825.0,16220.0,16300.0, ,473.0,211.0,0.0,6482079.0,525.0,6185.0,5871.0,52873336.0,43344711.0,0.0,0.0,0.0,538000.0,166000.0,791000.0,0.0,0.0,,,
426,2013-09-24,2330,28676262,3010502846,105.0,105.5,104.0,105.0,-0.5,6370,2.85,14.94,3.65,,,,,235.0,1.0,6482079.0,1060.0,15394.0,16220.0, ,254.0,172.0,1.0,6482079.0,140.0,6152.0,6185.0,26356000.0,19555910.0,0.0,0.0,60000.0,645000.0,92000.0,1206000.0,0.0,0.0,,,
427,2013-09-25,2330,35289731,3646816293,104.5,104.5,103.0,103.0,-2.0,9153,2.9,14.65,3.58,,,,,998.0,27.0,6482079.0,119.0,16246.0,15394.0, ,233.0,447.0,0.0,6482079.0,100.0,5805.0,6152.0,28047000.0,24139798.0,0.0,0.0,74000.0,261000.0,326000.0,391000.0,0.0,0.0,,,
428,2013-09-26,2330,23059548,2360281896,103.5,103.5,101.5,101.5,-1.5,5431,2.95,14.44,3.53,,,,,563.0,6.0,6482079.0,253.0,16550.0,16246.0, ,167.0,390.0,2.0,6482079.0,131.0,5544.0,5805.0,17718876.0,13790468.0,0.0,0.0,44000.0,684000.0,168000.0,1254000.0,0.0,0.0,,,
429,2013-09-27,2330,26663268,2741683791,103.5,103.5,102.0,103.0,1.5,5626,2.9,14.65,3.58,,,,,265.0,0.0,6482079.0,403.0,16412.0,16550.0, ,397.0,236.0,1.0,6482079.0,290.0,5597.0,5544.0,23233000.0,16822096.0,0.0,0.0,50000.0,20000.0,122000.0,244000.0,0.0,0.0,,,
430,2013-09-30,2330,46224704,4656013654,100.5,102.0,100.0,100.5,-2.5,11263,2.98,14.3,3.49,,,,,1446.0,0.0,6482079.0,210.0,17648.0,16412.0, ,1295.0,672.0,2.0,6482079.0,302.0,5225.0,5597.0,20398000.0,37507109.0,0.0,0.0,342000.0,455000.0,856000.0,340000.0,0.0,0.0,,,
431,2013-10-01,2330,22927118,2325091268,100.5,102.5,100.5,101.5,1.0,5825,2.95,14.44,3.53,,,,,258.0,2.0,6482079.0,520.0,17384.0,17648.0, ,809.0,149.0,1.0,6482079.0,240.0,5315.0,5225.0,15087881.0,18449103.0,0.0,0.0,122000.0,139000.0,142000.0,612000.0,0.0,0.0,,55382473000.0,9.0
432,2013-10-02,2330,14707576,1512762735,103.5,103.5,102.0,103.0,1.5,5617,2.9,14.65,3.58,,,,,151.0,2.0,6482079.0,609.0,16924.0,17384.0, ,185.0,259.0,0.0,6482079.0,282.0,5338.0,5315.0,13064763.0,7956693.0,0.0,0.0,110000.0,263000.0,61000.0,417000.0,0.0,0.0,,,
433,2013-10-03,2330,50840661,5340048052,103.5,106.0,103.0,105.0,2.0,14268,2.85,14.94,3.65,,,,,1242.0,1.0,6482079.0,2194.0,15971.0,16924.0, ,806.0,233.0,0.0,6482079.0,957.0,6062.0,5338.0,44124778.0,18914936.0,0.0,0.0,152000.0,23000.0,997000.0,722000.0,0.0,0.0,,,
434,2013-10-04,2330,21986837,2291309445,104.5,105.0,103.5,104.0,-1.0,5554,2.88,14.79,3.61,,,,,824.0,1.0,6482079.0,158.0,16636.0,15971.0, ,157.0,510.0,1.0,6482079.0,26.0,5577.0,6062.0,15192600.0,18781600.0,0.0,0.0,75000.0,12000.0,748000.0,35000.0,0.0,0.0,,,
435,2013-10-07,2330,24399946,2513633238,103.5,104.0,102.0,103.0,-1.0,5290,2.9,14.65,3.58,,,,,828.0,0.0,6482079.0,436.0,17028.0,16636.0, ,418.0,306.0,0.0,6482079.0,64.0,5335.0,5577.0,17526927.0,21570500.0,0.0,0.0,64000.0,364000.0,366000.0,516000.0,0.0,0.0,,,
436,2013-10-08,2330,35150548,3674048146,103.5,105.5,103.0,105.0,2.0,5955,2.85,14.94,3.65,,,,,534.0,0.0,6482079.0,1042.0,16520.0,17028.0, ,480.0,62.0,0.0,6482079.0,454.0,5727.0,5335.0,31263709.0,26184339.0,0.0,0.0,545000.0,103000.0,246000.0,936000.0,0.0,0.0,,,
437,2013-10-09,2330,26186338,2740679712,104.0,105.5,103.0,105.0,0.0,5570,2.85,14.94,3.65,,,,,698.0,5.0,6482079.0,712.0,16501.0,16520.0, ,310.0,104.0,0.0,6482079.0,590.0,6213.0,5727.0,22552268.0,19758292.0,0.0,0.0,222000.0,203000.0,37000.0,542000.0,0.0,0.0,,,
438,2013-10-11,2330,59435121,6324314706,105.0,107.5,105.0,106.5,1.5,14696,2.81,15.15,3.7,,,,,1599.0,2.0,6482079.0,1489.0,16609.0,16501.0, ,884.0,173.0,0.0,6482079.0,849.0,6889.0,6213.0,47889203.0,40048652.0,0.0,0.0,679000.0,446047.0,680000.0,557000.0,0.0,0.0,,,
439,2013-10-14,2330,18800943,1986474649,106.5,106.5,105.0,105.0,-1.5,5172,2.85,14.94,3.65,,,,,862.0,0.0,6482097.0,775.0,16696.0,16609.0, ,165.0,335.0,96.0,6482097.0,296.0,6754.0,6889.0,11760404.0,8082323.0,0.0,0.0,1626000.0,74000.0,233000.0,564000.0,0.0,0.0,,,
440,2013-10-15,2330,21681637,2311916289,106.5,107.0,106.0,107.0,2.0,5043,2.79,15.22,3.72,,,,,457.0,0.0,6482097.0,700.0,16453.0,16696.0, ,343.0,277.0,1.0,6482097.0,551.0,7027.0,6754.0,16464000.0,8565000.0,0.0,0.0,685000.0,16000.0,894000.0,46000.0,0.0,0.0,,,
441,2013-10-16,2330,19077342,2035487538,108.0,108.0,106.0,106.0,-1.0,5610,2.82,15.08,3.68,,,,,427.0,0.0,6482097.0,860.0,16020.0,16453.0, ,177.0,103.0,0.0,6482097.0,164.0,7088.0,7027.0,15565581.0,7411488.0,0.0,0.0,370000.0,16000.0,872000.0,226000.0,0.0,0.0,,,
442,2013-10-17,2330,28186591,3025093891,107.5,108.0,107.0,107.0,1.0,7058,2.79,15.22,3.72,,,,,634.0,10.0,6482097.0,571.0,16073.0,16020.0, ,468.0,62.0,0.0,6482097.0,271.0,7297.0,7088.0,21843000.0,13901011.0,0.0,0.0,292000.0,129000.0,786000.0,81000.0,0.0,0.0,,,
443,2013-10-18,2330,60125471,6569127705,108.5,110.0,108.5,110.0,3.0,16771,2.72,15.65,3.82,,,,,944.0,84.0,6482097.0,3511.0,13422.0,16073.0, ,1709.0,207.0,11.0,6482097.0,1000.0,8079.0,7297.0,51655293.0,12495000.0,0.0,0.0,310000.0,49000.0,541000.0,1182000.0,0.0,0.0,,,
444,2013-10-21,2330,41327324,4564211140,111.0,111.5,109.5,110.0,0.0,9241,2.72,15.65,3.82,,,,,543.0,0.0,6482097.0,926.0,13039.0,13422.0, ,162.0,199.0,502.0,6482097.0,163.0,7541.0,8079.0,37613795.0,24192000.0,0.0,0.0,93000.0,333000.0,167000.0,607000.0,0.0,0.0,,,
445,2013-10-22,2330,39837171,4417862980,110.0,111.5,109.5,111.5,1.5,8828,2.68,15.86,3.88,,,,,553.0,10.0,6482097.0,739.0,12843.0,13039.0, ,130.0,258.0,192.0,6482097.0,304.0,7395.0,7541.0,35615303.0,18045548.0,0.0,0.0,37000.0,153000.0,446000.0,578000.0,0.0,0.0,,,
446,2013-10-23,2330,23057730,2551942600,111.0,111.5,110.0,111.0,-0.5,5675,2.69,15.79,3.86,,,,,209.0,3.0,6482097.0,339.0,12710.0,12843.0, ,56.0,102.0,0.0,6482097.0,106.0,7399.0,7395.0,20309000.0,13041645.0,0.0,0.0,121000.0,484000.0,375000.0,2195000.0,0.0,0.0,,,
447,2013-10-24,2330,21570336,2359165210,109.0,110.0,108.5,110.0,-1.0,7246,2.72,15.65,3.82,,,,,511.0,0.0,6482097.0,655.0,12566.0,12710.0, ,639.0,310.0,2.0,6482097.0,83.0,7170.0,7399.0,15459552.0,9494959.0,0.0,0.0,115000.0,699000.0,659000.0,257000.0,0.0,0.0,,,
448,2013-10-25,2330,37244499,4000380973,108.5,109.0,106.5,107.0,-3.0,11658,2.79,15.22,3.72,,,,,2197.0,11.0,6482097.0,407.0,14345.0,12566.0, ,445.0,678.0,2.0,6482097.0,63.0,6553.0,7170.0,19406000.0,24739263.0,0.0,0.0,225000.0,1290000.0,1074000.0,828000.0,0.0,0.0,,,
449,2013-10-28,2330,21241672,2317241248,108.0,109.5,107.5,109.5,2.5,5634,2.73,15.58,3.81,,,,,233.0,3.0,6482097.0,1562.0,13013.0,14345.0, ,479.0,36.0,1.0,6482097.0,286.0,6802.0,6553.0,16675000.0,8364386.0,0.0,0.0,29000.0,447000.0,272000.0,763000.0,0.0,0.0,,,
450,2013-10-29,2330,21531323,2344396207,108.5,109.5,108.0,109.5,0.0,4061,2.73,15.58,3.81,,,,,213.0,2.0,6482097.0,301.0,12923.0,13013.0, ,211.0,116.0,0.0,6482097.0,122.0,6808.0,6802.0,18098100.0,14565531.0,0.0,0.0,10000.0,13000.0,364000.0,362000.0,0.0,0.0,,,
451,2013-10-30,2330,16768421,1836449949,109.0,110.0,109.0,110.0,0.5,4443,2.72,15.65,3.82,,,,,420.0,6.0,6482097.0,668.0,12669.0,12923.0, ,88.0,32.0,0.0,6482097.0,151.0,6927.0,6808.0,12950000.0,7128000.0,0.0,0.0,15000.0,49000.0,309000.0,175000.0,0.0,0.0,,,
452,2013-10-31,2330,23098870,2520404080,108.5,109.5,108.0,109.5,-0.5,4626,2.73,15.58,3.81,,,,,266.0,52.0,6482097.0,241.0,12642.0,12669.0, ,292.0,162.0,0.0,6482097.0,250.0,7015.0,6927.0,20307411.0,18565056.0,0.0,0.0,176000.0,3000.0,204000.0,308000.0,0.0,0.0,,,
