,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,dividend_yield,PER,PBR,BuyAfterSale,Volume,BuyAmount,SellAmount,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,FI_buy,FI_sell,FDS_buy,FDS_sell,IT_buy,IT_sell,DS_buy,DS_sell,DH_buy,DH_sell,stock_and_cache_dividend,revenue,revenue_month
1632,2018-08-21,2330,13871127,3328215657,239.0,241.0,238.5,241.0,1.5,5474,3.32,17.79,4.19,,1233000.0,295417000.0,295865000.0,253.0,3.0,6482595.0,43.0,9945.0,9738.0, ,1.0,98.0,0.0,6482595.0,38.0,2222.0,2282.0,9656550.0,11810940.0,0.0,0.0,204000.0,40000.0,256000.0,300000.0,432000.0,203000.0,,,
1633,2018-08-22,2330,12679240,3063201922,241.5,242.5,240.5,242.0,1.0,5009,3.31,17.86,4.21,,1129000.0,272683500.0,273055500.0,351.0,1.0,6482595.0,251.0,10044.0,9945.0, ,0.0,50.0,0.0,6482595.0,56.0,2228.0,2222.0,8486701.0,9042331.0,0.0,0.0,67000.0,5000.0,95000.0,858000.0,188000.0,527000.0,,,
1634,2018-08-23,2330,17216240,4200671070,243.0,244.5,243.0,244.5,2.5,5660,3.27,18.04,4.26,,1859000.0,453620000.0,453409500.0,191.0,12.0,6482595.0,564.0,9659.0,10044.0, ,0.0,33.0,0.0,6482595.0,146.0,2341.0,2228.0,14440802.0,11335995.0,0.0,0.0,547000.0,4000.0,216000.0,21000.0,165000.0,235000.0,,,
1635,2018-08-24,2330,15446943,3772959070,245.5,246.0,243.0,243.5,-1.0,5099,3.29,17.97,4.24,,2407000.0,586826000.0,588466500.0,390.0,3.0,6482595.0,120.0,9926.0,9659.0, ,1.0,17.0,0.0,6482595.0,58.0,2382.0,2341.0,11058417.0,12019396.0,0.0,0.0,230000.0,28000.0,164000.0,291000.0,125000.0,526000.0,,,
1636,2018-08-27,2330,15579299,3825736755,246.0,246.5,244.5,245.0,1.5,7858,3.27,18.08,4.26,,1427000.0,350141500.0,350181500.0,83.0,1.0,6482595.0,458.0,9550.0,9926.0, ,0.0,22.0,0.0,6482595.0,72.0,2432.0,2382.0,13349470.0,6947163.0,0.0,0.0,84000.0,40000.0,474000.0,20000.0,376000.0,98000.0,,,
1637,2018-08-28,2330,40410531,10075613779,248.5,250.0,248.0,249.5,4.5,16881,3.21,18.41,4.34,,2682000.0,668486500.0,668788500.0,1115.0,0.0,6482595.0,472.0,10193.0,9550.0, ,0.0,74.0,0.0,6482595.0,342.0,2700.0,2432.0,33793452.0,16477000.0,0.0,0.0,615000.0,253000.0,412000.0,317000.0,531000.0,452000.0,,,
1638,2018-08-29,2330,57633182,14784556456,253.5,259.0,253.5,259.0,9.5,25668,3.09,19.11,4.51,,6170000.0,1577807000.0,1584997500.0,1127.0,1.0,6482595.0,995.0,10324.0,10193.0, ,6.0,130.0,0.0,6482595.0,652.0,3222.0,2700.0,44723474.0,17506991.0,0.0,0.0,1131000.0,77000.0,430000.0,1016000.0,424000.0,661000.0,,,
1639,2018-08-30,2330,52622808,13914404873,264.5,268.0,262.5,263.5,4.5,22862,3.04,19.45,4.59,,6900000.0,1825433000.0,1828494500.0,1399.0,23.0,6482595.0,1883.0,9817.0,10324.0, ,23.0,95.0,23.0,6482595.0,320.0,3424.0,3222.0,38896399.0,21608035.0,0.0,0.0,998000.0,357000.0,235000.0,683000.0,349000.0,1014000.0,,,
1640,2018-08-31,2330,70000506,17920548387,257.5,259.0,254.0,256.0,-7.5,19019,3.13,18.89,4.46,,6258000.0,1601167000.0,1604246500.0,1758.0,14.0,6482595.0,422.0,11139.0,9817.0, ,5.0,460.0,0.0,6482595.0,64.0,3028.0,3424.0,50232770.0,52401635.0,0.0,0.0,195000.0,143000.0,1061000.0,171000.0,425000.0,263000.0,,,
1641,2018-09-03,2330,34510555,8901193266,259.0,260.0,256.5,257.0,1.0,11442,3.11,18.97,4.47,,1599000.0,411915500.0,413355500.0,877.0,9.0,6482595.0,1203.0,10804.0,11139.0, ,4.0,43.0,0.0,6482595.0,202.0,3187.0,3028.0,29869123.0,21524996.0,0.0,0.0,159000.0,104000.0,28000.0,633000.0,58000.0,842000.0,,,
1642,2018-09-04,2330,41455615,10654493061,258.5,259.5,255.5,257.5,0.5,9069,3.11,19.0,4.48,,2136000.0,548801000.0,549576000.0,510.0,6.0,6482595.0,339.0,10969.0,10804.0, ,3.0,97.0,3.0,6482595.0,70.0,3157.0,3187.0,28887881.0,27796276.0,0.0,0.0,214000.0,107000.0,160000.0,26000.0,330000.0,165000.0,,,
1643,2018-09-05,2330,52706459,13833360422,260.0,264.5,259.0,264.0,6.5,16421,3.03,19.48,4.59,,4210000.0,1101938500.0,1103131000.0,1176.0,11.0,6482595.0,882.0,11252.0,10969.0, ,8.0,18.0,0.0,6482595.0,393.0,3532.0,3157.0,40061279.0,30007747.0,0.0,0.0,326000.0,115813.0,303000.0,1610000.0,258000.0,1012000.0,,,
1644,2018-09-06,2330,39779488,10467251488,268.0,268.0,261.0,261.0,-3.0,11996,3.07,19.26,4.54,,4498000.0,1180367000.0,1189901000.0,420.0,0.0,6482595.0,547.0,11125.0,11252.0, ,13.0,103.0,0.0,6482595.0,144.0,3573.0,3532.0,30019173.0,27792538.0,0.0,0.0,264000.0,83000.0,250000.0,561000.0,349000.0,525000.0,,,
1645,2018-09-07,2330,44746728,11753033262,263.0,264.0,260.5,264.0,3.0,15015,3.03,19.48,4.59,,3094000.0,810970000.0,812818500.0,275.0,1.0,6482595.0,1216.0,10183.0,11125.0, ,6.0,47.0,0.0,6482595.0,268.0,3794.0,3573.0,39952000.0,28144854.0,0.0,0.0,329503.0,241000.0,129000.0,979000.0,190000.0,690000.0,,,
1646,2018-09-10,2330,62851599,16669866076,266.5,266.5,262.5,264.5,0.5,15504,3.02,19.52,4.6,,3681000.0,974586500.0,976395500.0,882.0,1.0,6482595.0,1461.0,9603.0,10183.0, ,0.0,130.0,0.0,6482595.0,194.0,3858.0,3794.0,56136096.0,42241804.0,0.0,0.0,48000.0,402000.0,134000.0,613000.0,192000.0,603000.0,,,
1647,2018-09-11,2330,44981276,11709484991,263.0,263.5,258.0,260.0,-4.5,14768,3.08,19.19,4.52,,5284000.0,1374147000.0,1377440500.0,850.0,57.0,6482595.0,726.0,9670.0,9603.0, ,7.0,556.0,0.0,6482595.0,97.0,3399.0,3858.0,30505534.0,29763333.0,0.0,0.0,597000.0,280000.0,495000.0,210000.0,1438000.0,185000.0,,,
1648,2018-09-12,2330,38415965,9987682900,261.0,262.0,258.0,260.5,0.5,12104,3.07,19.23,4.53,,3475000.0,901602000.0,904239500.0,448.0,1.0,6482595.0,307.0,9810.0,9670.0, ,4.0,120.0,1.0,6482595.0,215.0,3493.0,3399.0,32351432.0,24725056.0,0.0,0.0,169000.0,360000.0,1524000.0,135000.0,284000.0,232000.0,,,
1649,2018-09-13,2330,37959180,9721989110,260.0,260.0,253.5,255.0,-5.5,14987,3.14,18.82,4.44,,6318000.0,1616535000.0,1617107000.0,779.0,7.0,6482595.0,253.0,10329.0,9810.0, ,3.0,473.0,0.0,6482595.0,150.0,3170.0,3493.0,19558281.0,26445780.0,0.0,0.0,480000.0,76000.0,1280000.0,121000.0,555000.0,83000.0,,,
1650,2018-09-14,2330,40034219,10379404959,257.0,261.5,257.0,261.0,6.0,15690,3.07,19.26,4.54,,4515000.0,1166894500.0,1170196500.0,527.0,0.0,6482595.0,773.0,10083.0,10329.0, ,17.0,122.0,0.0,6482595.0,344.0,3392.0,3170.0,32082000.0,20030866.0,0.0,0.0,551000.0,169000.0,426000.0,328000.0,616000.0,191000.0,,,
1651,2018-09-17,2330,25041358,6483537091,262.5,262.5,257.0,258.0,-3.0,10710,3.1,19.04,4.49,,2733000.0,708114000.0,710719000.0,991.0,0.0,6482595.0,317.0,10757.0,10083.0, ,7.0,151.0,0.0,6482595.0,35.0,3276.0,3392.0,13439532.0,10825736.0,0.0,0.0,856000.0,0.0,954000.0,152000.0,236000.0,364000.0,,,
1652,2018-09-18,2330,34381152,8771502830,256.5,257.0,254.0,254.5,-3.5,11097,3.14,18.78,4.43,,2763000.0,704904500.0,705582500.0,724.0,12.0,6482595.0,302.0,11167.0,10757.0, ,4.0,283.0,13.0,6482595.0,99.0,3079.0,3276.0,22431563.0,17092546.0,0.0,0.0,861000.0,139000.0,357000.0,518000.0,403000.0,225000.0,,,
1653,2018-09-19,2330,69978711,18074954749,258.0,260.0,257.0,258.0,3.5,14056,3.1,19.04,4.49,,8264000.0,2131830000.0,2133509500.0,834.0,2.0,6482595.0,697.0,11302.0,11167.0, ,2.0,21.0,0.0,6482595.0,257.0,3315.0,3079.0,63316846.0,45316544.0,0.0,0.0,199000.0,34000.0,267000.0,340000.0,964000.0,353000.0,,,
1654,2018-09-20,2330,35577071,9225009310,261.5,261.5,257.5,260.0,2.0,9444,3.08,19.19,4.52,,2776000.0,718865500.0,720549000.0,525.0,31.0,6482595.0,807.0,10989.0,11302.0, ,10.0,32.0,0.0,6482595.0,116.0,3399.0,3315.0,28796283.0,14907263.0,0.0,0.0,573000.0,7800.0,72000.0,123000.0,240000.0,690000.0,,,
1655,2018-09-21,2330,36500974,9510363894,261.5,261.5,258.0,261.5,1.5,10159,3.06,19.3,4.55,,5118000.0,1330590500.0,1335232000.0,632.0,2.0,6482595.0,529.0,11090.0,10989.0, ,5.0,61.0,0.0,6482595.0,96.0,3434.0,3399.0,31254687.0,24955537.0,0.0,0.0,121000.0,180000.0,315000.0,413000.0,490000.0,212000.0,,,
1656,2018-09-25,2330,24978062,6552894296,261.5,264.0,260.5,263.5,2.0,10082,3.04,19.45,4.59,,2717000.0,712878000.0,712899000.0,634.0,3.0,6482595.0,646.0,11075.0,11090.0, ,0.0,107.0,0.0,6482595.0,120.0,3447.0,3434.0,17735557.0,12719252.0,0.0,0.0,100000.0,34000.0,377000.0,173000.0,393000.0,111000.0,,,
1657,2018-09-26,2330,25061115,6577367245,263.0,263.5,261.0,263.5,0.0,7007,3.04,19.45,4.59,,2381000.0,625207000.0,626329000.0,243.0,0.0,6482595.0,466.0,10852.0,11075.0, ,0.0,31.0,85.0,6482595.0,93.0,3424.0,3447.0,17096180.0,16380552.0,0.0,0.0,46000.0,24000.0,300000.0,481000.0,362000.0,423000.0,,,
1658,2018-09-27,2330,38495371,10185827315,264.0,266.0,262.0,265.0,1.5,11536,3.02,19.56,4.61,,2916000.0,770821500.0,771723500.0,408.0,46.0,6482595.0,437.0,10777.0,10852.0, ,5.0,34.0,0.0,6482595.0,246.0,3636.0,3424.0,30929161.0,16586073.0,0.0,0.0,169000.0,19000.0,181000.0,325000.0,243000.0,466000.0,,,
1659,2018-09-28,2330,39645486,10412455506,266.0,266.0,260.0,262.5,-2.5,13060,3.05,19.37,4.57,,7586000.0,1989999500.0,1994215000.0,805.0,21.0,6482595.0,551.0,11010.0,10777.0, ,12.0,396.0,0.0,6482595.0,36.0,3276.0,3636.0,24208383.0,23533165.0,0.0,0.0,152000.0,91000.0,573000.0,1046000.0,269000.0,818000.0,,,
1660,2018-10-01,2330,22409380,5882532290,262.0,264.0,261.0,263.0,0.5,11914,3.04,19.41,4.58,,1378000.0,361609500.0,361653000.0,197.0,1.0,6482595.0,318.0,10888.0,11010.0, ,4.0,35.0,0.0,6482595.0,84.0,3325.0,3276.0,10353796.0,11906249.0,0.0,0.0,0.0,849000.0,101000.0,194000.0,175000.0,84000.0,,94921920000.0,9.0
1661,2018-10-02,2330,38391491,9926505357,262.0,263.0,257.0,257.5,-5.5,17095,3.11,19.0,4.48,,4578000.0,1183685000.0,1186860500.0,943.0,0.0,6482595.0,190.0,11641.0,10888.0, ,2.0,307.0,0.0,6482595.0,333.0,3351.0,3325.0,11292000.0,31077473.0,0.0,0.0,91000.0,1242000.0,491000.0,482000.0,549000.0,245000.0,,,
1662,2018-10-03,2330,25228536,6527393860,257.5,260.0,257.0,260.0,2.5,9992,3.08,19.19,4.52,,3954000.0,1021985500.0,1023009000.0,157.0,1.0,6482595.0,453.0,11344.0,11641.0, ,6.0,166.0,0.0,6482595.0,268.0,3453.0,3351.0,12191800.0,7542636.0,0.0,0.0,19000.0,1199000.0,12000.0,915000.0,115000.0,708000.0,,,
1663,2018-10-04,2330,38009727,9690178362,257.0,257.5,254.0,254.0,-6.0,15094,3.15,18.75,4.42,,5330000.0,1358806500.0,1360031500.0,1226.0,1.0,6482595.0,229.0,12340.0,11344.0, ,2.0,329.0,0.0,6482595.0,214.0,3338.0,3453.0,13993835.0,29341000.0,0.0,0.0,270000.0,386000.0,304000.0,360000.0,184000.0,548998.0,,,
1664,2018-10-05,2330,40396660,10101451270,250.0,253.0,248.5,250.0,-4.0,16031,3.2,18.45,4.35,,5195000.0,1299482500.0,1300552000.0,1055.0,0.0,6482595.0,899.0,12496.0,12340.0, ,13.0,498.0,1.0,6482595.0,353.0,3192.0,3338.0,14498161.0,23638608.0,0.0,0.0,59230.0,978000.0,906000.0,892000.0,618000.0,369999.0,,,
1665,2018-10-08,2330,51083958,12426290240,245.5,246.5,241.0,243.5,-6.5,20745,3.29,17.97,4.24,,7719000.0,1876709500.0,1878854000.0,2126.0,2.0,6482595.0,520.0,14100.0,12496.0, ,17.0,618.0,1.0,6482595.0,109.0,2682.0,3192.0,14090441.0,37855723.0,0.0,0.0,98000.0,951000.0,902000.0,619000.0,1198000.0,80000.0,,,
1666,2018-10-09,2330,28933345,7051600725,243.5,245.0,242.0,244.0,0.5,11743,3.28,18.01,4.25,,4597000.0,1119060000.0,1120937500.0,525.0,15.0,6482595.0,471.0,14139.0,14100.0, ,8.0,118.0,1.0,6482595.0,279.0,2842.0,2682.0,14282000.0,22429154.0,0.0,0.0,45000.0,230000.0,295000.0,85000.0,495000.0,273000.0,,,
1667,2018-10-11,2330,96033657,22115862239,233.5,233.5,227.0,227.5,-16.5,37543,3.52,16.79,3.96,,12550000.0,2888376500.0,2898225000.0,2403.0,10.0,6482595.0,1828.0,14704.0,14139.0, ,53.0,794.0,0.0,6482595.0,657.0,2705.0,2842.0,35611646.0,72819813.0,0.0,0.0,140085.0,765000.0,1447000.0,1734000.0,605000.0,764000.0,,,
1668,2018-10-12,2330,54439769,12650322522,231.0,237.0,229.0,237.0,9.5,17980,3.38,17.49,4.12,,8846000.0,2047392500.0,2054834000.0,913.0,5.0,6482595.0,1360.0,14252.0,14704.0, ,14.0,745.0,0.0,6482595.0,494.0,2454.0,2705.0,32154782.0,35689469.0,0.0,0.0,294000.0,878000.0,852000.0,392000.0,945000.0,331000.0,,,
1669,2018-10-15,2330,46471280,10766953220,234.0,234.0,230.5,230.5,-6.5,16558,3.47,17.01,4.01,,5912000.0,1369178500.0,1369741000.0,1120.0,26.0,6482595.0,378.0,14968.0,14252.0, ,8.0,481.0,0.0,6482595.0,621.0,2594.0,2454.0,17634265.0,40250215.0,0.0,0.0,281000.0,99000.0,652000.0,225000.0,286000.0,453996.0,,,
1670,2018-10-16,2330,39129077,9155829047,229.5,237.0,229.0,237.0,6.5,15182,3.38,17.49,4.12,,5950000.0,1385734000.0,1394040500.0,307.0,2.0,6482595.0,1370.0,13903.0,14968.0, ,14.0,368.0,0.0,6482595.0,586.0,2812.0,2594.0,22873108.0,25229223.0,0.0,0.0,26000.0,449000.0,424000.0,588000.0,255000.0,1084000.0,,,
1671,2018-10-17,2330,42887858,10318955161,241.5,243.0,238.0,238.5,1.5,17550,3.35,17.6,4.15,,8787000.0,2112110500.0,2118387000.0,978.0,9.0,6482595.0,775.0,14097.0,13903.0, ,11.0,275.0,0.0,6482595.0,295.0,2832.0,2812.0,22009900.0,24117961.0,0.0,0.0,848000.0,575000.0,489000.0,2095000.0,491000.0,618000.0,,,
1672,2018-10-18,2330,27793430,6587887632,238.0,239.0,235.5,236.5,-2.0,10599,3.38,17.45,4.12,,3668000.0,869598000.0,870637000.0,488.0,22.0,6482595.0,307.0,14256.0,14097.0, ,7.0,181.0,0.0,6482595.0,408.0,3059.0,2832.0,16134170.0,18119572.0,0.0,0.0,16000.0,217000.0,119000.0,408000.0,233000.0,492000.0,,,
1673,2018-10-19,2330,29648460,6927405460,231.0,236.5,230.0,236.0,-0.5,12378,3.39,17.42,4.11,,7774000.0,1809595000.0,1819984500.0,516.0,1.0,6482595.0,595.0,14176.0,14256.0, ,19.0,400.0,0.0,6482595.0,291.0,2950.0,3059.0,11861041.0,18741359.0,0.0,0.0,670000.0,49000.0,607000.0,372000.0,353000.0,674529.0,,,
1674,2018-10-22,2330,29275777,6872467149,232.5,238.0,231.5,237.0,1.0,10384,3.38,17.49,4.12,,7785000.0,1822609500.0,1826488000.0,668.0,7.0,6482595.0,279.0,14558.0,14176.0, ,19.0,253.0,0.0,6482595.0,357.0,3054.0,2950.0,14338325.0,19767139.0,0.0,0.0,751000.0,100000.0,255000.0,501000.0,317000.0,346000.0,,,
1675,2018-10-23,2330,36757745,8538586595,232.0,234.0,230.0,230.0,-7.0,13071,3.48,16.97,4.0,,3534000.0,821724000.0,823124500.0,948.0,48.0,6482595.0,475.0,14983.0,14558.0, ,16.0,475.0,2.0,6482595.0,179.0,2756.0,3054.0,20309381.0,31550200.0,0.0,0.0,204552.0,7000.0,369000.0,297000.0,250000.0,334995.0,,,
1676,2018-10-24,2330,45480950,10426514872,230.0,231.0,227.0,229.5,-0.5,17339,3.49,16.94,3.99,,7087000.0,1622424000.0,1625683000.0,685.0,24.0,6482595.0,386.0,15258.0,14983.0, ,18.0,706.0,0.0,6482595.0,243.0,2293.0,2756.0,18626359.0,34750000.0,0.0,0.0,139000.0,1181000.0,325000.0,466000.0,283000.0,1000997.0,,,
1677,2018-10-25,2330,75524118,16643542368,220.5,222.0,219.5,219.5,-10.0,27514,3.64,16.2,3.82,,10628000.0,2342617500.0,2342323500.0,1673.0,139.0,6482595.0,975.0,15817.0,15258.0, ,22.0,673.0,0.0,6482595.0,655.0,2275.0,2293.0,22128000.0,50737882.0,0.0,0.0,90553.0,93000.0,162000.0,922000.0,527000.0,757990.0,,,
1678,2018-10-26,2330,54073644,11941421696,223.0,224.0,217.0,221.0,1.5,17106,3.62,16.31,3.85,,7622000.0,1679261000.0,1680759000.0,556.0,5.0,6482595.0,918.0,15450.0,15817.0, ,21.0,182.0,10.0,6482595.0,526.0,2609.0,2275.0,34075806.0,31755034.0,0.0,0.0,239000.0,196000.0,60000.0,378000.0,647000.0,221997.0,,,
1679,2018-10-29,2330,18463792,4107663616,223.0,224.0,221.0,222.5,1.5,7679,3.6,16.42,3.87,,2515000.0,558713500.0,559672000.0,215.0,25.0,6482595.0,413.0,15227.0,15450.0, ,19.0,306.0,0.0,6482595.0,185.0,2488.0,2609.0,11675611.0,11892784.0,0.0,0.0,211000.0,304000.0,59000.0,15000.0,704000.0,129000.0,,,
1680,2018-10-30,2330,29085931,6487213284,221.0,225.0,220.5,223.0,0.5,8574,3.59,16.46,3.88,,7052000.0,1569303000.0,1575608000.0,379.0,5.0,6482595.0,550.0,15051.0,15227.0, ,5.0,174.0,0.0,6482595.0,540.0,2854.0,2488.0,18636100.0,18236017.0,0.0,0.0,312000.0,165000.0,43000.0,79000.0,413000.0,314999.0,,,
1681,2018-10-31,2330,59933201,13844478353,228.0,234.0,228.0,234.0,11.0,19183,3.42,17.27,4.07,,8262000.0,1902208000.0,1909879500.0,358.0,28.0,6482595.0,1527.0,13854.0,15051.0, ,37.0,189.0,0.0,6482595.0,780.0,3445.0,2854.0,47555530.0,39396702.0,0.0,0.0,820000.0,43000.0,742000.0,179000.0,369000.0,1090000.0,,,
1682,2018-11-01,2330,44514797,10480329245,236.0,237.0,233.0,235.5,1.5,11435,3.4,17.38,4.1,,7790000.0,1832737500.0,1837715500.0,243.0,8.0,6482595.0,770.0,13319.0,13854.0, ,15.0,144.0,0.0,6482595.0,332.0,3633.0,3445.0,34931086.0,31804518.0,0.0,0.0,107000.0,104000.0,161000.0,236000.0,386000.0,669000.0,,101550181000.0,10.0
1683,2018-11-02,2330,30785361,7249667833,236.5,236.5,233.5,236.5,1.0,11223,3.38,17.45,4.12,,6622000.0,1556770000.0,1559957000.0,463.0,13.0,6482595.0,532.0,13237.0,13319.0, ,3.0,169.0,2.0,6482595.0,231.0,3693.0,3633.0,19755217.0,20841289.0,0.0,0.0,196423.0,42000.0,73000.0,248000.0,567000.0,266000.0,,,
1684,2018-11-05,2330,28157065,6592130635,233.0,235.5,232.0,235.0,-1.5,6994,3.4,17.34,4.09,,3915000.0,916429000.0,917664000.0,112.0,2.0,6482595.0,391.0,12956.0,13237.0, ,5.0,216.0,0.0,6482595.0,362.0,3839.0,3693.0,24753900.0,23229889.0,0.0,0.0,0.0,20000.0,0.0,560000.0,115000.0,938000.0,,,
1685,2018-11-06,2330,35501176,8311988968,234.0,235.5,232.5,234.5,-0.5,7013,3.41,17.31,4.08,,5450000.0,1274864500.0,1277640500.0,115.0,44.0,6482595.0,204.0,12823.0,12956.0, ,1.0,224.0,1.0,6482595.0,279.0,3893.0,3839.0,29235213.0,30322996.0,0.0,0.0,14000.0,39000.0,10000.0,314000.0,479000.0,333000.0,,,
1686,2018-11-07,2330,39842652,9337023278,233.0,236.0,232.5,234.0,-0.5,7387,3.42,17.27,4.07,,7851000.0,1840385000.0,1841827000.0,205.0,4.0,6482595.0,118.0,12906.0,12823.0, ,6.0,287.0,1.0,6482595.0,138.0,3743.0,3893.0,28219005.0,31647986.0,0.0,0.0,301000.0,54000.0,19000.0,1185000.0,1082000.0,193000.0,,,
1687,2018-11-08,2330,28086146,6645771069,237.5,237.5,236.0,236.5,2.5,9461,3.38,17.45,4.12,,1425000.0,337498500.0,337161000.0,307.0,9.0,6482595.0,468.0,12736.0,12906.0, ,16.0,171.0,0.0,6482595.0,249.0,3821.0,3743.0,25019000.0,16290912.0,0.0,0.0,64000.0,0.0,150000.0,163000.0,446000.0,658000.0,,,
1688,2018-11-09,2330,23792081,5526997792,234.5,234.5,231.0,231.0,-5.5,7886,3.46,17.05,4.02,,4820000.0,1118870500.0,1119578000.0,456.0,8.0,6482595.0,298.0,12886.0,12736.0, ,0.0,330.0,0.0,6482595.0,140.0,3631.0,3821.0,13744041.0,16526788.0,0.0,0.0,105000.0,46000.0,111000.0,183000.0,551000.0,864000.0,,,
1689,2018-11-12,2330,26202445,6101377163,230.0,234.5,230.0,231.5,0.5,6252,3.46,17.08,4.03,,5534000.0,1285445000.0,1290507000.0,106.0,21.0,6482595.0,190.0,12781.0,12886.0, ,0.0,117.0,0.0,6482595.0,251.0,3765.0,3631.0,22680900.0,20973294.0,0.0,0.0,0.0,7000.0,39000.0,71000.0,339000.0,648000.0,,,
1690,2018-11-13,2330,37565127,8504691960,224.5,228.0,224.5,227.5,-4.0,11507,3.52,16.79,3.96,,4367000.0,987087500.0,989007000.0,426.0,0.0,6482595.0,151.0,13056.0,12781.0, ,11.0,385.0,0.0,6482595.0,182.0,3562.0,3765.0,25601079.0,32130090.0,0.0,0.0,125000.0,18000.0,655000.0,68000.0,401000.0,493000.0,,,
1691,2018-11-14,2330,24565279,5639284241,230.0,231.0,228.5,228.5,1.0,6007,3.5,16.9,3.76,,2876000.0,660877500.0,660292500.0,139.0,4.0,6482595.0,216.0,12975.0,13056.0, ,4.0,115.0,3.0,6482595.0,171.0,3615.0,3562.0,19867906.0,20838820.0,0.0,0.0,17000.0,22000.0,109000.0,53000.0,70000.0,370993.0,,,
1692,2018-11-15,2330,22230228,5124189444,229.5,232.0,228.5,231.0,2.5,5996,3.46,17.09,3.8,,3960000.0,911911500.0,913463500.0,104.0,0.0,6482595.0,204.0,12875.0,12975.0, ,5.0,102.0,0.0,6482595.0,179.0,3692.0,3615.0,18469505.0,17090119.0,0.0,0.0,57000.0,122000.0,39000.0,430000.0,354000.0,468000.0,,,
1693,2018-11-16,2330,47138909,10696822542,229.0,229.0,225.0,226.0,-5.0,16009,3.54,16.72,3.72,,5917000.0,1342560000.0,1346232500.0,853.0,3.0,6482595.0,123.0,13602.0,12875.0, ,6.0,520.0,0.0,6482595.0,60.0,3232.0,3692.0,26900861.0,42464798.0,0.0,0.0,23552.0,1046000.0,423000.0,209000.0,987000.0,179000.0,,,
1694,2018-11-19,2330,51034754,11355347628,225.0,225.0,221.0,222.0,-4.0,16289,3.6,16.42,3.65,,6275000.0,1395966000.0,1398289500.0,911.0,43.0,6482595.0,297.0,14173.0,13602.0, ,3.0,429.0,1.0,6482595.0,460.0,3262.0,3232.0,30394330.0,41105928.0,0.0,0.0,26000.0,1206000.0,299000.0,24000.0,1044000.0,215000.0,,,
1695,2018-11-20,2330,45686756,9995960780,219.0,220.5,218.0,218.0,-4.0,16874,3.67,16.12,3.59,,4802000.0,1051151000.0,1052554500.0,1037.0,9.0,6482595.0,295.0,14906.0,14173.0, ,4.0,296.0,1.0,6482595.0,276.0,3241.0,3262.0,22419786.0,37885812.0,0.0,0.0,47552.0,758000.0,87000.0,15000.0,749000.0,221995.0,,,
1696,2018-11-21,2330,38478343,8361178460,214.5,220.0,214.0,219.0,1.0,13580,3.65,16.2,3.6,,8404000.0,1820626500.0,1826789000.0,743.0,5.0,6482595.0,292.0,15352.0,14906.0, ,73.0,397.0,2.0,6482595.0,224.0,3066.0,3241.0,22746300.0,27580610.0,0.0,0.0,128000.0,567000.0,151000.0,429000.0,1116000.0,491000.0,,,
1697,2018-11-22,2330,22060610,4867686945,221.5,222.0,219.0,219.0,0.0,9095,3.65,16.2,3.6,,2954000.0,650644500.0,652610000.0,141.0,1.0,6482595.0,739.0,14753.0,15352.0, ,3.0,160.0,1.0,6482595.0,440.0,3345.0,3066.0,13558499.0,14600000.0,0.0,0.0,32000.0,42000.0,31000.0,228000.0,265000.0,1246000.0,,,
1698,2018-11-23,2330,15553334,3406422046,220.5,220.5,217.0,218.5,-0.5,6164,3.66,16.16,3.6,,2963000.0,647557000.0,649596500.0,215.0,5.0,6482595.0,232.0,14731.0,14753.0, ,4.0,226.0,16.0,6482595.0,728.0,3831.0,3345.0,10338173.0,9698284.0,0.0,0.0,123000.0,19000.0,20000.0,59000.0,117000.0,345000.0,,,
1699,2018-11-26,2330,35267804,7847501792,219.0,224.0,218.5,223.0,4.5,9422,3.59,16.49,3.67,,4111000.0,915154000.0,916768500.0,516.0,9.0,6482595.0,944.0,14294.0,14731.0, ,5.0,509.0,0.0,6482595.0,520.0,3842.0,3831.0,31201074.0,25481000.0,0.0,0.0,62000.0,149000.0,112000.0,101000.0,140000.0,518000.0,,,
1700,2018-11-27,2330,32676349,7239283641,220.0,224.5,219.0,224.0,1.0,10170,3.57,16.57,3.69,,3775000.0,833259500.0,836065500.0,230.0,7.0,6482595.0,182.0,14335.0,14294.0, ,7.0,395.0,0.0,6482595.0,223.0,3670.0,3842.0,24480714.0,27443662.0,0.0,0.0,62000.0,0.0,173000.0,53000.0,193000.0,517000.0,,,
1701,2018-11-28,2330,24759026,5560623349,222.5,227.0,222.0,226.5,2.5,8316,3.53,16.75,3.73,,4549000.0,1019224500.0,1021336000.0,144.0,0.0,6482595.0,383.0,14096.0,14335.0, ,7.0,235.0,1.0,6482595.0,212.0,3646.0,3670.0,18159859.0,16559414.0,0.0,0.0,60277.0,288000.0,1300000.0,91000.0,454000.0,212000.0,,,
